licence_id,shift_start,shift_length_mins
A842-CFFH-352K-523U,2025-12-10 18:00:00,359
B193-XZPW-662L-112A,2025-12-10 18:00:00,359
A842-CFFH-352K-523U,2025-12-11 00:00:00,61
B193-XZPW-662L-112A,2025-12-11 00:00:00,121
L992-POIU-234R-998J,2025-12-11 08:00:00,360
Q553-YTRE-123D-889O,2025-12-11 08:00:00,360
R882-ASDF-999E-337P,2025-12-11 08:00:00,420
T882-WSXC-222G-991R,2025-12-11 08:00:00,360
B193-XZPW-662L-112A,2025-12-11 09:00:00,360
G832-ZXCV-111P-773F,2025-12-11 12:00:00,360
S339-QAZX-118F-775Q,2025-12-11 12:00:00,480
F773-HJKL-942D-554E,2025-12-11 13:00:00,480
N332-MNBV-332A-554L,2025-12-11 13:00:00,480
U771-EDCV-882H-554S,2025-12-11 13:00:00,480
H551-BNMK-442T-222G,2025-12-12 08:00:00,360
L992-POIU-234R-998J,2025-12-12 09:00:00,360
M112-LKJH-555Y-667K,2025-12-12 09:00:00,360
T882-WSXC-222G-991R,2025-12-12 09:00:00,420
O991-JKLL-117B-662M,2025-12-12 12:00:00,480
D552-QWER-111K-982C,2025-12-12 13:00:00,480
E335-ASDF-764H-662D,2025-12-12 13:00:00,480
J112-DFER-123Q-112H,2025-12-12 13:00:00,480
K773-JHGT-876L-337I,2025-12-12 13:00:00,480
G832-ZXCV-111P-773F,2025-12-12 20:00:00,239
C884-TYUI-889M-221B,2025-12-12 22:00:00,119
F773-HJKL-942D-554E,2025-12-12 22:00:00,119
Q553-YTRE-123D-889O,2025-12-12 22:00:00,119
C884-TYUI-889M-221B,2025-12-13 00:00:00,361
F773-HJKL-942D-554E,2025-12-13 00:00:00,301
G832-ZXCV-111P-773F,2025-12-13 00:00:00,181
Q553-YTRE-123D-889O,2025-12-13 00:00:00,301
A842-CFFH-352K-523U,2025-12-13 08:00:00,420
M112-LKJH-555Y-667K,2025-12-13 08:00:00,360
J112-DFER-123Q-112H,2025-12-13 09:00:00,420
E335-ASDF-764H-662D,2025-12-13 12:00:00,480
O991-JKLL-117B-662M,2025-12-13 13:00:00,420
K773-JHGT-876L-337I,2025-12-13 18:00:00,359
P662-HYTR-339C-771N,2025-12-13 20:00:00,239
H551-BNMK-442T-222G,2025-12-13 22:00:00,119
R882-ASDF-999E-337P,2025-12-13 22:00:00,119
H551-BNMK-442T-222G,2025-12-14 00:00:00,361
K773-JHGT-876L-337I,2025-12-14 00:00:00,121
P662-HYTR-339C-771N,2025-12-14 00:00:00,241
R882-ASDF-999E-337P,2025-12-14 00:00:00,301
G832-ZXCV-111P-773F,2025-12-14 08:00:00,480
K773-JHGT-876L-337I,2025-12-14 09:00:00,420
B193-XZPW-662L-112A,2025-12-14 18:00:00,359
M112-LKJH-555Y-667K,2025-12-14 20:00:00,239
J112-DFER-123Q-112H,2025-12-14 22:00:00,119
N332-MNBV-332A-554L,2025-12-14 22:00:00,119
Q553-YTRE-123D-889O,2025-12-14 22:00:00,119
B193-XZPW-662L-112A,2025-12-15 00:00:00,1
J112-DFER-123Q-112H,2025-12-15 00:00:00,241
M112-LKJH-555Y-667K,2025-12-15 00:00:00,121
N332-MNBV-332A-554L,2025-12-15 00:00:00,361
Q553-YTRE-123D-889O,2025-12-15 00:00:00,301
C884-TYUI-889M-221B,2025-12-15 08:00:00,420
J112-DFER-123Q-112H,2025-12-15 08:00:00,360
Q553-YTRE-123D-889O,2025-12-15 09:00:00,480
R882-ASDF-999E-337P,2025-12-15 09:00:00,360
U771-EDCV-882H-554S,2025-12-15 09:00:00,360
K773-JHGT-876L-337I,2025-12-15 12:00:00,480
D552-QWER-111K-982C,2025-12-15 13:00:00,420
M112-LKJH-555Y-667K,2025-12-15 13:00:00,420
A842-CFFH-352K-523U,2025-12-15 20:00:00,239
S339-QAZX-118F-775Q,2025-12-15 20:00:00,239
L992-POIU-234R-998J,2025-12-15 22:00:00,119
A842-CFFH-352K-523U,2025-12-16 00:00:00,121
L992-POIU-234R-998J,2025-12-16 00:00:00,361
S339-QAZX-118F-775Q,2025-12-16 00:00:00,241
H551-BNMK-442T-222G,2025-12-16 08:00:00,480
K773-JHGT-876L-337I,2025-12-16 08:00:00,480
A842-CFFH-352K-523U,2025-12-16 09:00:00,420
T882-WSXC-222G-991R,2025-12-16 09:00:00,480
U771-EDCV-882H-554S,2025-12-16 09:00:00,480
O991-JKLL-117B-662M,2025-12-16 13:00:00,360
S339-QAZX-118F-775Q,2025-12-16 18:00:00,359
B193-XZPW-662L-112A,2025-12-16 22:00:00,119
D552-QWER-111K-982C,2025-12-16 22:00:00,119
B193-XZPW-662L-112A,2025-12-17 00:00:00,241
D552-QWER-111K-982C,2025-12-17 00:00:00,361
S339-QAZX-118F-775Q,2025-12-17 00:00:00,121
C884-TYUI-889M-221B,2025-12-17 08:00:00,360
N332-MNBV-332A-554L,2025-12-17 08:00:00,360
G832-ZXCV-111P-773F,2025-12-17 12:00:00,420
F773-HJKL-942D-554E,2025-12-17 13:00:00,420
H551-BNMK-442T-222G,2025-12-17 13:00:00,480
L992-POIU-234R-998J,2025-12-17 13:00:00,420
T882-WSXC-222G-991R,2025-12-17 13:00:00,360
E335-ASDF-764H-662D,2025-12-17 20:00:00,239
S339-QAZX-118F-775Q,2025-12-17 22:00:00,119
E335-ASDF-764H-662D,2025-12-18 00:00:00,241
S339-QAZX-118F-775Q,2025-12-18 00:00:00,241
B193-XZPW-662L-112A,2025-12-18 08:00:00,420
M112-LKJH-555Y-667K,2025-12-18 09:00:00,480
R882-ASDF-999E-337P,2025-12-18 09:00:00,420
U771-EDCV-882H-554S,2025-12-18 12:00:00,480
E335-ASDF-764H-662D,2025-12-18 13:00:00,360
P662-HYTR-339C-771N,2025-12-18 13:00:00,420
D552-QWER-111K-982C,2025-12-19 08:00:00,420
P662-HYTR-339C-771N,2025-12-19 08:00:00,420
R882-ASDF-999E-337P,2025-12-19 08:00:00,480
F773-HJKL-942D-554E,2025-12-19 09:00:00,360
C884-TYUI-889M-221B,2025-12-19 13:00:00,360
H551-BNMK-442T-222G,2025-12-19 13:00:00,360
L992-POIU-234R-998J,2025-12-19 20:00:00,239
O991-JKLL-117B-662M,2025-12-19 22:00:00,119
L992-POIU-234R-998J,2025-12-20 00:00:00,121
O991-JKLL-117B-662M,2025-12-20 00:00:00,361
E335-ASDF-764H-662D,2025-12-20 09:00:00,480
J112-DFER-123Q-112H,2025-12-20 09:00:00,480
Q553-YTRE-123D-889O,2025-12-20 09:00:00,420
F773-HJKL-942D-554E,2025-12-20 13:00:00,360
N332-MNBV-332A-554L,2025-12-20 13:00:00,480
P662-HYTR-339C-771N,2025-12-20 13:00:00,480
O991-JKLL-117B-662M,2025-12-20 18:00:00,359
A842-CFFH-352K-523U,2025-12-20 20:00:00,239
G832-ZXCV-111P-773F,2025-12-20 20:00:00,239
T882-WSXC-222G-991R,2025-12-20 20:00:00,239
A842-CFFH-352K-523U,2025-12-21 00:00:00,121
G832-ZXCV-111P-773F,2025-12-21 00:00:00,241
O991-JKLL-117B-662M,2025-12-21 00:00:00,61
T882-WSXC-222G-991R,2025-12-21 00:00:00,181
H551-BNMK-442T-222G,2025-12-21 09:00:00,480
O991-JKLL-117B-662M,2025-12-21 12:00:00,480
P662-HYTR-339C-771N,2025-12-21 13:00:00,360
U771-EDCV-882H-554S,2025-12-21 18:00:00,359
B193-XZPW-662L-112A,2025-12-21 20:00:00,239
J112-DFER-123Q-112H,2025-12-21 20:00:00,239
D552-QWER-111K-982C,2025-12-21 22:00:00,119
B193-XZPW-662L-112A,2025-12-22 00:00:00,121
D552-QWER-111K-982C,2025-12-22 00:00:00,361
J112-DFER-123Q-112H,2025-12-22 00:00:00,181
U771-EDCV-882H-554S,2025-12-22 00:00:00,1
H551-BNMK-442T-222G,2025-12-22 09:00:00,360
U771-EDCV-882H-554S,2025-12-22 09:00:00,420
B193-XZPW-662L-112A,2025-12-22 12:00:00,420
K773-JHGT-876L-337I,2025-12-22 12:00:00,480
L992-POIU-234R-998J,2025-12-22 12:00:00,360
E335-ASDF-764H-662D,2025-12-22 13:00:00,480
A842-CFFH-352K-523U,2025-12-22 18:00:00,359
R882-ASDF-999E-337P,2025-12-22 18:00:00,359
G832-ZXCV-111P-773F,2025-12-22 22:00:00,119
M112-LKJH-555Y-667K,2025-12-22 22:00:00,119
A842-CFFH-352K-523U,2025-12-23 00:00:00,1
G832-ZXCV-111P-773F,2025-12-23 00:00:00,361
M112-LKJH-555Y-667K,2025-12-23 00:00:00,241
R882-ASDF-999E-337P,2025-12-23 00:00:00,1
A842-CFFH-352K-523U,2025-12-23 08:00:00,480
Q553-YTRE-123D-889O,2025-12-23 09:00:00,360
R882-ASDF-999E-337P,2025-12-23 09:00:00,480
P662-HYTR-339C-771N,2025-12-23 12:00:00,360
S339-QAZX-118F-775Q,2025-12-23 12:00:00,480
N332-MNBV-332A-554L,2025-12-23 20:00:00,239
T882-WSXC-222G-991R,2025-12-23 20:00:00,239
F773-HJKL-942D-554E,2025-12-23 22:00:00,119
F773-HJKL-942D-554E,2025-12-24 00:00:00,241
N332-MNBV-332A-554L,2025-12-24 00:00:00,181
T882-WSXC-222G-991R,2025-12-24 00:00:00,241
C884-TYUI-889M-221B,2025-12-24 08:00:00,420
K773-JHGT-876L-337I,2025-12-24 08:00:00,420
O991-JKLL-117B-662M,2025-12-24 09:00:00,360
M112-LKJH-555Y-667K,2025-12-24 12:00:00,480
L992-POIU-234R-998J,2025-12-24 13:00:00,360
F773-HJKL-942D-554E,2025-12-24 22:00:00,119
J112-DFER-123Q-112H,2025-12-24 22:00:00,119
F773-HJKL-942D-554E,2025-12-25 00:00:00,241
J112-DFER-123Q-112H,2025-12-25 00:00:00,301
K773-JHGT-876L-337I,2025-12-25 08:00:00,420
M112-LKJH-555Y-667K,2025-12-25 12:00:00,420
N332-MNBV-332A-554L,2025-12-25 12:00:00,420
Q553-YTRE-123D-889O,2025-12-25 12:00:00,480
R882-ASDF-999E-337P,2025-12-25 12:00:00,480
G832-ZXCV-111P-773F,2025-12-25 13:00:00,360
F773-HJKL-942D-554E,2025-12-25 18:00:00,359
H551-BNMK-442T-222G,2025-12-25 18:00:00,359
S339-QAZX-118F-775Q,2025-12-25 18:00:00,359
F773-HJKL-942D-554E,2025-12-26 00:00:00,1
H551-BNMK-442T-222G,2025-12-26 00:00:00,1
S339-QAZX-118F-775Q,2025-12-26 00:00:00,1
E335-ASDF-764H-662D,2025-12-26 08:00:00,420
N332-MNBV-332A-554L,2025-12-26 09:00:00,420
T882-WSXC-222G-991R,2025-12-26 09:00:00,420
G832-ZXCV-111P-773F,2025-12-26 12:00:00,480
O991-JKLL-117B-662M,2025-12-26 12:00:00,480
U771-EDCV-882H-554S,2025-12-26 12:00:00,360
D552-QWER-111K-982C,2025-12-26 13:00:00,480
A842-CFFH-352K-523U,2025-12-26 18:00:00,359
C884-TYUI-889M-221B,2025-12-26 20:00:00,239
P662-HYTR-339C-771N,2025-12-26 22:00:00,119
A842-CFFH-352K-523U,2025-12-27 00:00:00,1
C884-TYUI-889M-221B,2025-12-27 00:00:00,121
P662-HYTR-339C-771N,2025-12-27 00:00:00,361
L992-POIU-234R-998J,2025-12-27 09:00:00,360
D552-QWER-111K-982C,2025-12-27 12:00:00,360
J112-DFER-123Q-112H,2025-12-27 12:00:00,360
Q553-YTRE-123D-889O,2025-12-27 12:00:00,360
B193-XZPW-662L-112A,2025-12-27 13:00:00,480
C884-TYUI-889M-221B,2025-12-27 18:00:00,359
E335-ASDF-764H-662D,2025-12-27 20:00:00,239
S339-QAZX-118F-775Q,2025-12-27 20:00:00,239
T882-WSXC-222G-991R,2025-12-27 22:00:00,119
C884-TYUI-889M-221B,2025-12-28 00:00:00,121
E335-ASDF-764H-662D,2025-12-28 00:00:00,181
S339-QAZX-118F-775Q,2025-12-28 00:00:00,241
T882-WSXC-222G-991R,2025-12-28 00:00:00,241
U771-EDCV-882H-554S,2025-12-28 12:00:00,420
J112-DFER-123Q-112H,2025-12-28 13:00:00,480
Q553-YTRE-123D-889O,2025-12-28 13:00:00,480
A842-CFFH-352K-523U,2025-12-28 18:00:00,359
F773-HJKL-942D-554E,2025-12-28 20:00:00,239
C884-TYUI-889M-221B,2025-12-28 22:00:00,119
H551-BNMK-442T-222G,2025-12-28 22:00:00,119
A842-CFFH-352K-523U,2025-12-29 00:00:00,1
C884-TYUI-889M-221B,2025-12-29 00:00:00,241
F773-HJKL-942D-554E,2025-12-29 00:00:00,121
H551-BNMK-442T-222G,2025-12-29 00:00:00,361
J112-DFER-123Q-112H,2025-12-29 08:00:00,360
M112-LKJH-555Y-667K,2025-12-29 09:00:00,420
U771-EDCV-882H-554S,2025-12-29 09:00:00,480
E335-ASDF-764H-662D,2025-12-29 12:00:00,480
K773-JHGT-876L-337I,2025-12-29 12:00:00,480
R882-ASDF-999E-337P,2025-12-29 18:00:00,359
L992-POIU-234R-998J,2025-12-29 20:00:00,239
H551-BNMK-442T-222G,2025-12-29 22:00:00,119
H551-BNMK-442T-222G,2025-12-30 00:00:00,241
L992-POIU-234R-998J,2025-12-30 00:00:00,121
R882-ASDF-999E-337P,2025-12-30 00:00:00,61
K773-JHGT-876L-337I,2025-12-30 08:00:00,420
O991-JKLL-117B-662M,2025-12-30 08:00:00,360
R882-ASDF-999E-337P,2025-12-30 12:00:00,480
E335-ASDF-764H-662D,2025-12-30 18:00:00,359
G832-ZXCV-111P-773F,2025-12-30 18:00:00,359
E335-ASDF-764H-662D,2025-12-31 00:00:00,1
G832-ZXCV-111P-773F,2025-12-31 00:00:00,121
P662-HYTR-339C-771N,2025-12-31 08:00:00,420
R882-ASDF-999E-337P,2025-12-31 08:00:00,360
S339-QAZX-118F-775Q,2025-12-31 08:00:00,360
O991-JKLL-117B-662M,2025-12-31 09:00:00,360
N332-MNBV-332A-554L,2025-12-31 12:00:00,480
T882-WSXC-222G-991R,2025-12-31 12:00:00,420
Q553-YTRE-123D-889O,2025-12-31 13:00:00,480
A842-CFFH-352K-523U,2025-12-31 18:00:00,359
G832-ZXCV-111P-773F,2025-12-31 20:00:00,239
A842-CFFH-352K-523U,2026-01-01 00:00:00,61
G832-ZXCV-111P-773F,2026-01-01 00:00:00,121
D552-QWER-111K-982C,2026-01-01 08:00:00,480
N332-MNBV-332A-554L,2026-01-01 08:00:00,420
B193-XZPW-662L-112A,2026-01-01 09:00:00,420
F773-HJKL-942D-554E,2026-01-01 12:00:00,360
L992-POIU-234R-998J,2026-01-01 13:00:00,420
G832-ZXCV-111P-773F,2026-01-01 18:00:00,359
O991-JKLL-117B-662M,2026-01-01 18:00:00,359
G832-ZXCV-111P-773F,2026-01-02 00:00:00,1
O991-JKLL-117B-662M,2026-01-02 00:00:00,61
S339-QAZX-118F-775Q,2026-01-02 08:00:00,480
B193-XZPW-662L-112A,2026-01-02 12:00:00,360
M112-LKJH-555Y-667K,2026-01-02 12:00:00,480
P662-HYTR-339C-771N,2026-01-02 12:00:00,420
C884-TYUI-889M-221B,2026-01-02 13:00:00,420
D552-QWER-111K-982C,2026-01-02 13:00:00,420
N332-MNBV-332A-554L,2026-01-02 13:00:00,420
K773-JHGT-876L-337I,2026-01-02 18:00:00,359
T882-WSXC-222G-991R,2026-01-02 18:00:00,359
K773-JHGT-876L-337I,2026-01-03 00:00:00,121
T882-WSXC-222G-991R,2026-01-03 00:00:00,1
H551-BNMK-442T-222G,2026-01-03 08:00:00,420
T882-WSXC-222G-991R,2026-01-03 08:00:00,360
F773-HJKL-942D-554E,2026-01-03 09:00:00,360
P662-HYTR-339C-771N,2026-01-03 09:00:00,360
A842-CFFH-352K-523U,2026-01-03 12:00:00,480
B193-XZPW-662L-112A,2026-01-03 13:00:00,480
C884-TYUI-889M-221B,2026-01-03 13:00:00,360
L992-POIU-234R-998J,2026-01-03 18:00:00,359
Q553-YTRE-123D-889O,2026-01-03 18:00:00,359
J112-DFER-123Q-112H,2026-01-03 20:00:00,239
M112-LKJH-555Y-667K,2026-01-03 20:00:00,239
D552-QWER-111K-982C,2026-01-03 22:00:00,119
E335-ASDF-764H-662D,2026-01-03 22:00:00,119
S339-QAZX-118F-775Q,2026-01-03 22:00:00,119
U771-EDCV-882H-554S,2026-01-03 22:00:00,119
D552-QWER-111K-982C,2026-01-04 00:00:00,241
E335-ASDF-764H-662D,2026-01-04 00:00:00,361
J112-DFER-123Q-112H,2026-01-04 00:00:00,241
L992-POIU-234R-998J,2026-01-04 00:00:00,1
M112-LKJH-555Y-667K,2026-01-04 00:00:00,121
Q553-YTRE-123D-889O,2026-01-04 00:00:00,1
S339-QAZX-118F-775Q,2026-01-04 00:00:00,301
U771-EDCV-882H-554S,2026-01-04 00:00:00,241
H551-BNMK-442T-222G,2026-01-04 08:00:00,420
G832-ZXCV-111P-773F,2026-01-04 09:00:00,480
S339-QAZX-118F-775Q,2026-01-04 09:00:00,360
B193-XZPW-662L-112A,2026-01-04 12:00:00,420
T882-WSXC-222G-991R,2026-01-04 13:00:00,360
C884-TYUI-889M-221B,2026-01-04 18:00:00,359
L992-POIU-234R-998J,2026-01-04 18:00:00,359
D552-QWER-111K-982C,2026-01-04 20:00:00,239
J112-DFER-123Q-112H,2026-01-04 20:00:00,239
O991-JKLL-117B-662M,2026-01-04 20:00:00,239
U771-EDCV-882H-554S,2026-01-04 20:00:00,239
N332-MNBV-332A-554L,2026-01-04 22:00:00,119
C884-TYUI-889M-221B,2026-01-05 00:00:00,61
D552-QWER-111K-982C,2026-01-05 00:00:00,241
J112-DFER-123Q-112H,2026-01-05 00:00:00,181
L992-POIU-234R-998J,2026-01-05 00:00:00,1
N332-MNBV-332A-554L,2026-01-05 00:00:00,241
O991-JKLL-117B-662M,2026-01-05 00:00:00,241
U771-EDCV-882H-554S,2026-01-05 00:00:00,241
M112-LKJH-555Y-667K,2026-01-05 08:00:00,420
U771-EDCV-882H-554S,2026-01-05 09:00:00,420
J112-DFER-123Q-112H,2026-01-05 12:00:00,480
E335-ASDF-764H-662D,2026-01-05 13:00:00,480
H551-BNMK-442T-222G,2026-01-05 13:00:00,480
F773-HJKL-942D-554E,2026-01-05 18:00:00,359
N332-MNBV-332A-554L,2026-01-05 18:00:00,359
P662-HYTR-339C-771N,2026-01-05 18:00:00,359
Q553-YTRE-123D-889O,2026-01-05 18:00:00,359
A842-CFFH-352K-523U,2026-01-05 22:00:00,119
A842-CFFH-352K-523U,2026-01-06 00:00:00,301
F773-HJKL-942D-554E,2026-01-06 00:00:00,1
N332-MNBV-332A-554L,2026-01-06 00:00:00,121
P662-HYTR-339C-771N,2026-01-06 00:00:00,1
Q553-YTRE-123D-889O,2026-01-06 00:00:00,1
S339-QAZX-118F-775Q,2026-01-06 09:00:00,360
C884-TYUI-889M-221B,2026-01-06 12:00:00,480
L992-POIU-234R-998J,2026-01-06 12:00:00,360
M112-LKJH-555Y-667K,2026-01-06 12:00:00,420
T882-WSXC-222G-991R,2026-01-06 13:00:00,360
K773-JHGT-876L-337I,2026-01-06 18:00:00,359
Q553-YTRE-123D-889O,2026-01-06 20:00:00,239
K773-JHGT-876L-337I,2026-01-07 00:00:00,1
Q553-YTRE-123D-889O,2026-01-07 00:00:00,121
J112-DFER-123Q-112H,2026-01-07 08:00:00,420
L992-POIU-234R-998J,2026-01-07 09:00:00,480
F773-HJKL-942D-554E,2026-01-07 13:00:00,480
O991-JKLL-117B-662M,2026-01-07 13:00:00,420
M112-LKJH-555Y-667K,2026-01-07 20:00:00,239
R882-ASDF-999E-337P,2026-01-07 22:00:00,119
T882-WSXC-222G-991R,2026-01-07 22:00:00,119
M112-LKJH-555Y-667K,2026-01-08 00:00:00,241
R882-ASDF-999E-337P,2026-01-08 00:00:00,361
T882-WSXC-222G-991R,2026-01-08 00:00:00,241
E335-ASDF-764H-662D,2026-01-08 08:00:00,420
A842-CFFH-352K-523U,2026-01-08 09:00:00,360
H551-BNMK-442T-222G,2026-01-08 09:00:00,360
P662-HYTR-339C-771N,2026-01-08 12:00:00,480
G832-ZXCV-111P-773F,2026-01-08 13:00:00,420
K773-JHGT-876L-337I,2026-01-08 13:00:00,480
B193-XZPW-662L-112A,2026-01-08 20:00:00,239
C884-TYUI-889M-221B,2026-01-08 22:00:00,119
B193-XZPW-662L-112A,2026-01-09 00:00:00,181
C884-TYUI-889M-221B,2026-01-09 00:00:00,301
D552-QWER-111K-982C,2026-01-09 09:00:00,360
E335-ASDF-764H-662D,2026-01-09 09:00:00,420
P662-HYTR-339C-771N,2026-01-09 09:00:00,360
R882-ASDF-999E-337P,2026-01-09 09:00:00,480
K773-JHGT-876L-337I,2026-01-09 12:00:00,360
B193-XZPW-662L-112A,2026-01-09 13:00:00,420
N332-MNBV-332A-554L,2026-01-09 13:00:00,420
F773-HJKL-942D-554E,2026-01-09 18:00:00,359
U771-EDCV-882H-554S,2026-01-09 22:00:00,119
F773-HJKL-942D-554E,2026-01-10 00:00:00,61
U771-EDCV-882H-554S,2026-01-10 00:00:00,361
Q553-YTRE-123D-889O,2026-01-10 08:00:00,480
S339-QAZX-118F-775Q,2026-01-10 08:00:00,420
A842-CFFH-352K-523U,2026-01-10 09:00:00,420
R882-ASDF-999E-337P,2026-01-10 13:00:00,420
G832-ZXCV-111P-773F,2026-01-10 18:00:00,359
D552-QWER-111K-982C,2026-01-10 22:00:00,119
O991-JKLL-117B-662M,2026-01-10 22:00:00,119
D552-QWER-111K-982C,2026-01-11 00:00:00,361
G832-ZXCV-111P-773F,2026-01-11 00:00:00,121
O991-JKLL-117B-662M,2026-01-11 00:00:00,301
B193-XZPW-662L-112A,2026-01-11 08:00:00,420
G832-ZXCV-111P-773F,2026-01-11 08:00:00,420
L992-POIU-234R-998J,2026-01-11 08:00:00,360
P662-HYTR-339C-771N,2026-01-11 09:00:00,420
U771-EDCV-882H-554S,2026-01-11 09:00:00,420
C884-TYUI-889M-221B,2026-01-11 12:00:00,420
Q553-YTRE-123D-889O,2026-01-11 12:00:00,480
S339-QAZX-118F-775Q,2026-01-11 20:00:00,239
K773-JHGT-876L-337I,2026-01-11 22:00:00,119
O991-JKLL-117B-662M,2026-01-11 22:00:00,119
K773-JHGT-876L-337I,2026-01-12 00:00:00,361
O991-JKLL-117B-662M,2026-01-12 00:00:00,361
S339-QAZX-118F-775Q,2026-01-12 00:00:00,181
P662-HYTR-339C-771N,2026-01-12 08:00:00,480
M112-LKJH-555Y-667K,2026-01-12 09:00:00,480
J112-DFER-123Q-112H,2026-01-12 12:00:00,480
N332-MNBV-332A-554L,2026-01-12 12:00:00,480
B193-XZPW-662L-112A,2026-01-12 13:00:00,420
C884-TYUI-889M-221B,2026-01-12 13:00:00,480
O991-JKLL-117B-662M,2026-01-12 13:00:00,360
T882-WSXC-222G-991R,2026-01-12 13:00:00,480
F773-HJKL-942D-554E,2026-01-12 18:00:00,359
L992-POIU-234R-998J,2026-01-12 18:00:00,359
H551-BNMK-442T-222G,2026-01-12 20:00:00,239
F773-HJKL-942D-554E,2026-01-13 00:00:00,121
H551-BNMK-442T-222G,2026-01-13 00:00:00,241
L992-POIU-234R-998J,2026-01-13 00:00:00,121
D552-QWER-111K-982C,2026-01-13 09:00:00,360
Q553-YTRE-123D-889O,2026-01-13 09:00:00,420
G832-ZXCV-111P-773F,2026-01-13 12:00:00,360
T882-WSXC-222G-991R,2026-01-13 12:00:00,420
U771-EDCV-882H-554S,2026-01-13 22:00:00,119
U771-EDCV-882H-554S,2026-01-14 00:00:00,361
M112-LKJH-555Y-667K,2026-01-14 09:00:00,480
Q553-YTRE-123D-889O,2026-01-14 09:00:00,480
N332-MNBV-332A-554L,2026-01-14 12:00:00,480
P662-HYTR-339C-771N,2026-01-14 12:00:00,420
R882-ASDF-999E-337P,2026-01-14 12:00:00,480
A842-CFFH-352K-523U,2026-01-14 13:00:00,360
K773-JHGT-876L-337I,2026-01-14 13:00:00,480
L992-POIU-234R-998J,2026-01-14 13:00:00,420
F773-HJKL-942D-554E,2026-01-14 18:00:00,359
G832-ZXCV-111P-773F,2026-01-14 18:00:00,359
C884-TYUI-889M-221B,2026-01-14 20:00:00,239
C884-TYUI-889M-221B,2026-01-15 00:00:00,241
F773-HJKL-942D-554E,2026-01-15 00:00:00,61
G832-ZXCV-111P-773F,2026-01-15 00:00:00,121
J112-DFER-123Q-112H,2026-01-15 08:00:00,420
D552-QWER-111K-982C,2026-01-15 09:00:00,420
U771-EDCV-882H-554S,2026-01-15 09:00:00,420
A842-CFFH-352K-523U,2026-01-15 12:00:00,480
S339-QAZX-118F-775Q,2026-01-15 12:00:00,480
K773-JHGT-876L-337I,2026-01-15 13:00:00,360
R882-ASDF-999E-337P,2026-01-15 13:00:00,360
T882-WSXC-222G-991R,2026-01-15 18:00:00,359
E335-ASDF-764H-662D,2026-01-15 22:00:00,119
N332-MNBV-332A-554L,2026-01-15 22:00:00,119
E335-ASDF-764H-662D,2026-01-16 00:00:00,241
N332-MNBV-332A-554L,2026-01-16 00:00:00,361
T882-WSXC-222G-991R,2026-01-16 00:00:00,121
B193-XZPW-662L-112A,2026-01-16 08:00:00,480
H551-BNMK-442T-222G,2026-01-16 08:00:00,480
J112-DFER-123Q-112H,2026-01-16 08:00:00,420
E335-ASDF-764H-662D,2026-01-16 18:00:00,359
M112-LKJH-555Y-667K,2026-01-16 18:00:00,359
E335-ASDF-764H-662D,2026-01-17 00:00:00,61
M112-LKJH-555Y-667K,2026-01-17 00:00:00,1
S339-QAZX-118F-775Q,2026-01-17 08:00:00,420
A842-CFFH-352K-523U,2026-01-17 09:00:00,480
H551-BNMK-442T-222G,2026-01-17 09:00:00,420
D552-QWER-111K-982C,2026-01-17 13:00:00,360
E335-ASDF-764H-662D,2026-01-17 18:00:00,359
R882-ASDF-999E-337P,2026-01-17 18:00:00,359
F773-HJKL-942D-554E,2026-01-17 22:00:00,119
O991-JKLL-117B-662M,2026-01-17 22:00:00,119
E335-ASDF-764H-662D,2026-01-18 00:00:00,121
F773-HJKL-942D-554E,2026-01-18 00:00:00,241
O991-JKLL-117B-662M,2026-01-18 00:00:00,301
R882-ASDF-999E-337P,2026-01-18 00:00:00,1
P662-HYTR-339C-771N,2026-01-18 08:00:00,480
D552-QWER-111K-982C,2026-01-18 09:00:00,360
K773-JHGT-876L-337I,2026-01-18 09:00:00,420
R882-ASDF-999E-337P,2026-01-18 09:00:00,420
J112-DFER-123Q-112H,2026-01-18 13:00:00,480
Q553-YTRE-123D-889O,2026-01-18 13:00:00,360
F773-HJKL-942D-554E,2026-01-18 20:00:00,239
F773-HJKL-942D-554E,2026-01-19 00:00:00,241
H551-BNMK-442T-222G,2026-01-19 08:00:00,480
D552-QWER-111K-982C,2026-01-19 09:00:00,420
L992-POIU-234R-998J,2026-01-19 09:00:00,420
U771-EDCV-882H-554S,2026-01-19 09:00:00,420
A842-CFFH-352K-523U,2026-01-19 12:00:00,420
M112-LKJH-555Y-667K,2026-01-19 12:00:00,360
O991-JKLL-117B-662M,2026-01-19 12:00:00,420
N332-MNBV-332A-554L,2026-01-19 13:00:00,360
S339-QAZX-118F-775Q,2026-01-19 13:00:00,420
C884-TYUI-889M-221B,2026-01-19 22:00:00,119
C884-TYUI-889M-221B,2026-01-20 00:00:00,361
D552-QWER-111K-982C,2026-01-20 08:00:00,420
N332-MNBV-332A-554L,2026-01-20 08:00:00,360
G832-ZXCV-111P-773F,2026-01-20 09:00:00,480
O991-JKLL-117B-662M,2026-01-20 09:00:00,480
C884-TYUI-889M-221B,2026-01-20 13:00:00,360
T882-WSXC-222G-991R,2026-01-20 13:00:00,480
E335-ASDF-764H-662D,2026-01-20 18:00:00,359
K773-JHGT-876L-337I,2026-01-20 18:00:00,359
F773-HJKL-942D-554E,2026-01-20 20:00:00,239
